window,index,time,pnl,equity,dd_pct
BWD,117,2021-06-21 08:30:40,0.48,9983.91,0.187450
BWD,118,2021-06-25 16:45:40,0.45,9984.36,0.182951
BWD,119,2021-06-25 17:02:40,0.36,9984.72,0.179352
BWD,120,2021-07-05 01:33:20,0.48,9985.20,0.174554
BWD,121,2021-07-05 16:16:40,0.32,9985.52,0.171354
BWD,122,2021-07-06 18:17:20,0.44,9985.96,0.166956
BWD,123,2021-07-07 04:21:20,0.38,9986.34,0.163157
BWD,124,2021-07-07 05:33:40,0.35,9986.69,0.159658
BWD,125,2021-07-08 09:05:40,0.43,9987.12,0.155359
BWD,126,2021-07-09 17:04:40,0.62,9987.74,0.149160
BWD,127,2021-07-16 13:45:40,0.62,9988.36,0.142962
BWD,128,2021-07-19 18:31:40,0.82,9989.18,0.134764
BWD,129,2021-07-27 11:05:40,0.32,9989.50,0.131565
BWD,130,2021-07-27 12:39:40,0.28,9989.78,0.128766
BWD,131,2021-07-27 17:27:40,0.38,9990.16,0.124967
BWD,132,2021-07-28 03:26:40,0.64,9990.80,0.118568
BWD,133,2021-07-30 04:00:40,0.54,9991.34,0.113170
BWD,134,2021-08-02 22:25:40,0.38,9991.72,0.109371
BWD,135,2021-08-03 10:33:40,0.39,9992.11,0.105472
BWD,136,2021-08-03 18:29:40,0.34,9992.45,0.102073
BWD,137,2021-08-04 16:48:40,0.33,9992.78,0.098774
BWD,138,2021-08-16 16:24:40,-9.40,9983.38,0.192749
BWD,139,2021-08-16 17:00:40,0.40,9983.78,0.188750
BWD,140,2021-08-16 18:19:40,0.60,9984.38,0.182751
BWD,141,2021-09-03 17:05:40,0.42,9984.80,0.178553
BWD,142,2021-09-03 23:26:59,0.36,9985.16,0.174953
BWD,143,2021-09-10 10:26:40,0.32,9985.48,0.171754
BWD,144,2021-09-14 18:04:40,0.32,9985.80,0.168555
BWD,145,2021-09-15 01:12:40,0.38,9986.18,0.164756
BWD,146,2021-09-15 05:20:20,0.36,9986.54,0.161157
BWD,147,2021-09-15 10:01:40,0.34,9986.88,0.157758
BWD,148,2021-09-16 15:30:40,0.88,9987.76,0.148960
BWD,149,2021-09-20 14:03:40,0.45,9988.21,0.144462
BWD,150,2021-09-20 15:42:20,0.30,9988.51,0.141462
BWD,151,2021-09-20 16:10:40,0.40,9988.91,0.137463
BWD,152,2021-09-21 02:59:20,0.40,9989.31,0.133464
BWD,153,2021-10-01 01:18:20,0.55,9989.86,0.127966
BWD,154,2021-10-22 20:06:40,0.70,9990.56,0.120968
BWD,155,2021-10-27 13:02:40,0.48,9991.04,0.116169
BWD,156,2021-11-02 08:03:40,0.46,9991.50,0.111570
BWD,157,2021-11-02 11:06:40,0.54,9992.04,0.106172
BWD,158,2021-11-02 12:43:40,0.49,9992.53,0.101273
BWD,159,2021-11-02 14:00:40,0.66,9993.19,0.094675
BWD,160,2021-11-08 17:41:40,0.42,9993.61,0.090476
BWD,161,2021-11-09 10:25:20,0.32,9993.93,0.087277
BWD,162,2021-11-17 22:00:40,0.67,9994.60,0.080579
BWD,163,2021-11-18 01:03:40,0.79,9995.39,0.072681
BWD,164,2021-11-18 07:04:40,0.60,9995.99,0.066682
BWD,165,2021-11-19 15:42:40,0.57,9996.56,0.060984
BWD,166,2021-11-26 02:00:40,0.22,9996.78,0.058784
BWD,167,2021-11-26 03:27:40,0.39,9997.17,0.054885
BWD,168,2021-11-26 04:06:40,0.45,9997.62,0.050387
BWD,169,2021-11-26 06:34:40,0.44,9998.06,0.045988
BWD,170,2021-12-27 16:34:40,2.22,10000.28,0.023794
BWD,171,2022-01-10 15:40:40,0.45,10000.73,0.019295
BWD,172,2022-01-10 20:26:40,0.47,10001.20,0.014596
BWD,173,2022-01-18 05:34:40,0.79,10001.99,0.006698
BWD,174,2022-01-21 03:29:40,0.47,10002.46,0.001999
BWD,175,2022-01-21 04:05:40,0.64,10003.10,0.000000
BWD,176,2022-01-21 05:06:40,0.56,10003.66,0.000000
BWD,177,2022-02-01 12:16:40,0.39,10004.05,0.000000
BWD,178,2022-02-01 14:56:40,0.39,10004.44,0.000000
BWD,179,2022-02-02 22:54:20,0.44,10004.88,0.000000
BWD,180,2022-02-11 23:53:40,0.56,10005.44,0.000000
BWD,181,2022-02-14 12:13:40,0.57,10006.01,0.000000
BWD,182,2022-02-17 06:01:20,0.40,10006.41,0.000000
BWD,183,2022-02-17 14:01:40,0.50,10006.91,0.000000
BWD,184,2022-02-17 15:02:40,0.58,10007.49,0.000000
BWD,185,2022-02-17 16:01:40,0.86,10008.35,0.000000
BWD,186,2022-02-22 02:48:40,0.29,10008.64,0.000000
BWD,187,2022-02-24 09:06:40,0.49,10009.13,0.000000
BWD,188,2022-03-01 02:51:40,0.54,10009.67,0.000000
BWD,189,2022-03-01 12:13:40,0.38,10010.05,0.000000
BWD,190,2022-03-04 19:27:40,0.47,10010.52,0.000000
BWD,191,2022-03-04 20:06:40,0.73,10011.25,0.000000
BWD,192,2022-03-04 22:12:40,0.50,10011.75,0.000000
BWD,193,2022-03-30 07:06:40,1.27,10013.02,0.000000
BWD,194,2022-05-04 22:01:40,1.51,10014.53,0.000000
BWD,195,2022-05-05 01:12:40,1.28,10015.81,0.000000
BWD,196,2022-05-11 13:01:40,0.51,10016.32,0.000000
BWD,197,2022-05-13 04:16:40,1.19,10017.51,0.000000
BWD,198,2022-05-18 17:02:40,0.62,10018.13,0.000000
BWD,199,2022-05-19 04:07:40,1.16,10019.29,0.000000
BWD,200,2022-05-19 16:35:40,1.19,10020.48,0.000000
BWD,201,2022-05-19 17:02:40,1.05,10021.53,0.000000
