"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","has_mart_block","rough_family","already_known"
"ex142_gold_robot_scalping_trend_following_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX142 - Gold robot scalping [Trend following strategy].mq4","507.2","","n","n","other","n"
"ex143_add_macd_sto_rsi_gold_continue_from_p_jamnong","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX143 - Add MACD STO RSI - Gold  Continue From P'jamnong.mq4","926","","n","n","other","n"
"ex143_multi_group_scalping_ea_count_n_times_to_modify_lot_size","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX143 - Multi Group Scalping EA [Count N times To Modify Lot Size].mq4","712.4","","n","n","other","n"
"ex144_multi_group_scalping_ea_fusion_ea_140_and_143","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX144- Multi Group Scalping EA [Fusion EA 140 and 143].mq4","839.7","","n","n","other","n"
"ex145_multi_group_scalping_ea_double_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX145 - Multi Group Scalping EA [Double RSI].mq4","724.4","","n","n","other","n"
"ex145_multi_group_scalping_ea_double_rsi_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX145 - Multi Group Scalping EA [Double RSI] RV1.mq4","733.7","","n","n","other","n"
"ex147_multi_group_scalping_ea_rsi_level_separation","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX147 - Multi Group Scalping EA [RSI Level Separation].mq4","702.1","","n","n","other","n"
"ex147_multi_group_scalping_ea_rsi_level_separation_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX147 - Multi Group Scalping EA [RSI Level Separation]RV1.mq4","767.6","","n","n","other","n"
"ex148_multi_group_scalping_ea_ema_and_doji","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX148- Multi Group Scalping EA [EMA and Doji].mq4","705.4","","n","n","other","n"
"ex148_multi_group_scalping_ea_ema_and_doji_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX148- Multi Group Scalping EA [EMA and Doji] RV1.mq4","729.1","","n","n","other","n"
"ex149_gold_robot_scalping_rebalancing_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX149 - Gold Robot Scalping [Rebalancing Strategy].mq4","505.4","","n","n","other","n"
"ex15_partial_arbitrage_freeness_and_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX15 - Partial Arbitrage Freeness and RSI.mq4","439.1","","n","n","other","n"
"ex150_multi_group_scalping_ea_multi_ema","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX150 - Multi Group Scalping EA [Multi EMA].mq4","735.4","","n","n","other","n"
"ex151_gold_robot_scalping_multi_ema","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX151 - Gold Robot Scalping [Multi EMA].mq4","651.7","","n","n","other","n"
"ex152_multi_group_scalping_ea_trend_trading_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX152 - Multi Group Scalping EA (Trend Trading Strategy].mq4","680.1","","n","n","other","n"
"ex153_multi_group_scalping_ea_macd_and_ema","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX153 - Multi Group Scalping EA [MACD and EMA].mq4","720.5","","n","n","other","n"
"ex154_macd_divergence_and_price_pattern_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX154 - MACD Divergence and Price Pattern Strategy.mq4","551.7","","n","n","other","n"
"ex155_multi_group_scalping_ea_inside_bar_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX155 - Multi Group Scalping EA [Inside Bar Strategy].mq4","713.7","","n","n","other","n"
"ex156_multi_group_scalping_ea_price_action_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX156 - Multi Group Scalping EA [Price Action Pattern].mq4","698.8","","n","n","other","n"
"ex157_advance_trading_robot_no_16_rsi_and_trendline_breakout","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX157- Advance Trading Robot No.16 [RSI and Trendline Breakout].mq4","699.1","","n","n","other","n"
"ex158_multi_group_scalping_ea_ex62_ex147","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX158 - Multi Group Scalping EA [EX62 + EX147].mq4","707.7","","n","n","other","n"
"ex159_multi_group_scalping_ea_sto_933","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX159 - Multi Group Scalping EA [STO 933].mq4","726.8","","n","n","other","n"
"ex16_hft_grid_scalping","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX16 - HFT Grid Scalping.mq4","565.8","","n","n","other","n"
"ex160_easy_hedging_ea","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX160 - Easy Hedging EA.mq4","517","","n","n","other","n"
"ex161_sto_and_spinning_top_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX161 - STO and Spinning Top Candlestick Pattern.mq4","596.6","","n","n","other","n"
"ex162_ema_rising_and_ema_crossover","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX162 - EMA Rising and EMA Crossover.mq4","761.6","","n","n","other","n"
"ex164_limit_profit_per_day","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX164 - Limit profit per day.mq4","459.6","","n","n","other","n"
"ex165_multi_group_scalping_ea_rsi_check_level","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX165 - Multi Group Scalping EA [RSI Check Level].mq4","721.7","","n","n","other","n"
"ex167_multi_group_scalping_ea_bb_and_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX167 - Multi Group Scalping EA [BB and RSI].mq4","728.3","","n","n","other","n"
"ex168_trailing_stop_average_open_level","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX168 - Trailing Stop [Average Open Level].mq4","510.1","","n","n","other","n"
"ex168_trailing_stop_custom_pips","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX168 - Trailing Stop [Custom Pips].mq4","507.1","","n","n","other","n"
"ex168_trailing_stop_percent_of_trailing_stop","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX168 - Trailing Stop [Percent of Trailing Stop].mq4","505.6","","n","n","other","n"
"ex168_trailing_stop_pips","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX168 - Trailing Stop [Pips].mq4","506.7","","n","n","other","n"
"ex169_multi_group_scalping_ea_grid_hedge_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX169 - Multi Group Scalping EA [Grid Hedge Strategy].mq4","735.5","","n","n","other","n"
"ex17_awesome_oscillator","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX17 - Awesome Oscillator.mq4","434.3","","n","n","other","n"
"ex170_zone_trading_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX170 - Zone Trading Strategy.mq4","530.1","","n","n","other","n"
"ex171_multi_group_scalping_ea_ema_high_low","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX171 - Multi Group Scalping EA [EMA High-Low].mq4","365.8","iMA|iRSI","n","y","reversion","n"
"ex177_grid_trading_system_and_hedging_lots_idea_from_student","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots [Idea from Student].mq4","276.9","","n","y","breakout","n"
"ex177_grid_trading_system_and_hedging_lots_rev","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 2.2.mq4","279.1","","n","y","breakout","n"
"ex177_grid_trading_system_and_hedging_lots_rev","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 2.1.mq4","280.4","","n","y","breakout","n"
"ex177_grid_trading_system_and_hedging_lots_rev","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 2.mq4","280.4","","n","y","breakout","n"
"ex177_grid_trading_system_and_hedging_lots_rev","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Hedging Balance (XauM1 30,000)\EX177 - Grid Trading System and Hedging Lots\EX177 - Grid Trading System and Hedging Lots rev 1.mq4","280.1","","n","y","breakout","n"
"ex18_gts_and_profit_first_last_closing_oder","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX18 - GTS and Profit First_Last Closing Oder.mq4","563.2","","n","n","other","n"
"ex18_gts_and_profit_first_last_closing_oder_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX18 - GTS and Profit First_Last Closing Oder RV1.mq4","574.9","","n","n","other","n"
"ex19_ict_engulfing_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX19 - ICT Engulfing Pattern.mq4","613.3","","n","n","other","n"
"ex19_ict_engulfing_pattern_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX19 - ICT Engulfing Pattern - RV1.mq4","621.9","","n","n","other","n"
"ex2_auto_trendline_and_martingale","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX2 - Auto TrendLine and Martingale.mq4","462.3","","n","n","other","n"
"ex20_grid_trading_system_and_ema_concept","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX20 - Grid Trading System and EMA Concept.mq4","534.3","","n","n","other","n"
"ex20_grid_trading_system_and_ema_concept_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX20 - Grid Trading System and EMA Concept RV1.mq4","607.2","","n","n","other","n"
"ex21_best_martingale_stategy_and_trailing_stop","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX21 - Best Martingale Stategy and Trailing Stop.mq4","601.6","","n","n","other","n"
"ex21_best_martingale_stategy_and_trailing_stop_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX21 - Best Martingale Stategy and Trailing Stop RV1.mq4","592.5","","n","n","other","n"
"ex22_button_on_chart","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX22 - Button on Chart.mq4","539.2","","n","n","other","n"
"ex23_fibonacci_trading_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX23 - Fibonacci Trading Strategy.mq4","663.1","","n","n","other","n"
"ex23_fibonacci_trading_strategy_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX23 - Fibonacci Trading Strategy RV1.mq4","648.3","","n","n","other","n"
"ex23_fibonacci_trading_strategy_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX23 - Fibonacci Trading Strategy RV2.mq4","324.4","iMA","n","y","breakout","n"
"ex24_hedging_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX24 - Hedging Strategy.mq4","571.4","","n","n","other","n"
"ex25_scalping_rebalance","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX25 - Scalping Rebalance.mq4","490.5","","n","n","other","n"
"ex26_multi_group_scalping_rebalance","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX26 - Multi Group Scalping Rebalance.mq4","576","","n","n","other","n"
"ex27_partial_arbitrage_freeness_and_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX27 - Partial Arbitrage Freeness and RSI.mq4","472.5","","n","n","other","n"
"ex28_trendline","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX28 - TrendLine.mq4","462.2","","n","n","other","n"
"ex29_adx_grid_pending_and_martingale","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX29 - ADX Grid Pending and Martingale.mq4","443.5","","n","n","other","n"
"ex3_bollinger_band_strategy_and_auto_lot_size","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX3 - Bollinger Band Strategy and Auto Lot Size.mq4","571.4","","n","n","other","n"
"ex30_grid_hedging_and_two_way_profit","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX30 - Grid Hedging and Two-Way Profit.mq4","532.8","","n","n","other","n"
"ex31_grid_hedging_and_multiple_closing_order","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX31 - Grid Hedging and  Multiple Closing Order.mq4","594.8","","n","n","other","n"
"ex32_double_parabolic_sar_scalping","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX32 - Double Parabolic SAR Scalping.mq4","572","","n","n","other","n"
"ex33_limit_order_per_day","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX33 - Limit Order per Day.mq4","469.7","","n","n","other","n"
"ex34_difference_time_and_difference_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX34 - Difference Time and Difference Strategy.mq4","533.4","","n","n","other","n"
"ex35_ema_scalping_grid_hedging","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX35 - EMA Scalping Grid+Hedging.mq4","543.6","","n","n","other","n"
"ex36_quasimodo_pattern_concept","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX36 - Quasimodo Pattern Concept.mq4","387.7","","n","n","other","n"
"ex36_quasimodo_pattern_concept_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX36 - Quasimodo Pattern Concept RV1.mq4","697.6","","n","n","other","n"
"ex37_how_to_put_logo_on_chart","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX37 - How to put logo on Chart.mq4","230.4","","n","n","other","n"
"ex38_gts_and_modify_tp","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX38 - GTS and Modify TP .mq4","546.4","","n","n","other","n"
"ex39_throwback_trading_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX39 - Throwback Trading Strategy.mq4","621.8","","n","n","other","n"
"ex39_throwback_trading_strategy_engulfing","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX39 - Throwback Trading Strategy - Engulfing.mq4","642.6","","n","n","other","n"
"ex4_equity_drawdown_controlling_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX4 - Equity Drawdown Controlling Strategy .mq4","504.5","","n","n","other","n"
"ex40_limit_2_losses_per_day","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX40 - Limit 2 losses per day.mq4","476.5","","n","n","other","n"
"ex41_rsi_concept","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX41 - RSI Concept.mq4","518.7","","n","n","other","n"
"ex42_set_up_user_authorization","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX42 - Set  Up User Authorization.mq4","530.6","","n","n","other","n"
"ex43_forex_news_trading_v","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX43 - Forex News Trading V2.mq4","510.6","","n","n","other","n"
"ex43_forex_news_trading_v","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX43 - Forex News Trading V1.mq4","457.4","","n","n","other","n"
"ex44_three_white_soldiers_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX44 - Three White Soldiers Candlestick Pattern.mq4","582.8","","n","n","other","n"
"ex45_alarm_notification_via_sound_message_email_and_arrow","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX45 - Alarm Notification via Sound, Message, Email and Arrow.mq4","326.8","","n","n","other","n"
"ex47_powerful_candlestrick_concept_including_chart_decoration","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX47 - Powerful Candlestrick Concept including Chart Decoration.mq4","537.5","","n","n","other","n"
"ex48_check_trend_quality_by_using_new_top_bottom_in_trend","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX48 - Check Trend Quality by Using New Top&Bottom in trend.mq4","516.2","","n","n","other","n"
"ex48_check_trend_quality_by_using_new_top_bottom_in_trend_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX48 - Check Trend Quality by Using New Top&Bottom in trend RV1.mq4","659.1","","n","n","other","n"
"ex49_indeep_detail_about_chart_and_objects","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX49 - Indeep Detail about Chart and Objects.mq4","469.9","","n","n","other","n"
"ex5_candlestick_pattern_guide","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX5 - Candlestick Pattern Guide.mq4","463.6","","n","n","other","n"
"ex50_rsi_concept_v2","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX50 - RSI Concept V2 .mq4","565","","n","n","other","n"
"ex51_how_to_create_dashboard_on_chart","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX51 - How to create Dashboard on Chart.mq4","341","","n","n","other","n"
"ex51_how_to_create_dashboard_on_chart_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX51 - How to create Dashboard on Chart RV1.mq4","644.9","","n","n","other","n"
"ex51_how_to_create_dashboard_on_chart_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX51 - How to create Dashboard on Chart RV3.mq4","865.4","","n","n","other","n"
"ex51_how_to_create_dashboard_on_chart_rv2_line_notify","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX51 - How to create Dashboard on Chart RV2 - Line Notify.mq4","758.8","","n","n","other","n"
"ex51_how_to_create_dashboard_on_chart_rv2_testing_wih_low_spread_account","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX51 - How to create Dashboard on Chart RV2 - Testing wih Low Spread Account.mq4","728.4","","n","n","other","n"
"ex52_close_first_order_and_only_profit_order","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX52 - Close First Order and Only Profit Order .mq4","700.8","","n","n","other","n"
"ex52_close_first_order_and_only_profit_order_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX52 - Close First Order and Only Profit Order  RV2.mq4","725.9","","n","n","other","n"
"ex52_close_first_order_and_only_profit_order_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX52 - Close First Order and Only Profit Order  RV1.mq4","710","","n","n","other","n"
"ex53_how_to_adjust_lot_size_based_on_risk_equity","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX53 - How to adjust lot size based on Risk% Equity.mq4","611.9","","n","n","other","n"
"ex53_how_to_adjust_lot_size_based_on_risk_equity_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX53 - How to adjust lot size based on Risk% Equity RV1.mq4","617.9","","n","n","other","n"
"ex54_custom_sequence_mm_and_reversal_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX54 - Custom Sequence (MM) and Reversal Candlestick Pattern.mq4","426.8","","n","n","other","n"
"ex55_liquidity_and_inducement_trap","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX55 - Liquidity and inducement trap.mq4","633.9","","n","n","other","n"
"ex56_triple_check_reversal_candlestick_ema250_oversold","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX56 - Triple Check (Reversal  Candlestick + EMA250 + Oversold).mq4","593.1","","n","n","other","n"
"ex57_advance_trading_robot_no1_rsi_range_separation","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX57 - Advance Trading Robot No1 [RSI Range Separation].mq4","647.3","","n","n","other","n"
"ex58_advance_trading_robot_no2_special_doji_and_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX58 - Advance Trading Robot No2 [Special Doji and RSI].mq4","628.4","","n","n","other","n"
"ex59_advance_trading_robot_no3_macd_divergence","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX59 - Advance Trading Robot No3 [MACD Divergence].mq4","578.8","","n","n","other","n"
"ex6_spinning_top_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX6 - Spinning Top Candlestick Pattern.mq4","433.1","","n","n","other","n"
"ex60_advance_trading_robot_no_4_breakout_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX60 - Advance Trading Robot No.4 [Breakout Strategy].mq4","796","","n","n","other","n"
"ex61_advance_trading_robot_no_4_awesome_oscillator","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX61 - Advance Trading Robot No.4 [Awesome Oscillator].mq4","549.5","","n","n","other","n"
"ex62_advance_trading_robot_no_5_ema_and_distance","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX62 - Advance Trading Robot No.5 [EMA and Distance].mq4","568.1","","n","n","other","n"
"ex63_advance_trading_robot_no_6_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX63 - Advance Trading Robot No.6 [RSI].mq4","691.4","","n","n","other","n"
"ex64_advance_trading_robot_no_7_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX64 - Advance Trading Robot No.7 [Candlestick Pattern].mq4","674.1","","n","n","other","n"
"ex65_advance_trading_robot_no_8_close_first_order_and_only_profit_order","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX65 - Advance Trading Robot No.8 [Close First Order and Only Profit Order].mq4","800.7","","n","n","other","n"
"ex66_advance_trading_robot_no","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX66 - Advance Trading Robot No.9.mq4","713.6","","n","n","other","n"
"ex67_advance_trading_robot_no","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX67 - Advance Trading Robot No.10.mq4","657.7","","n","n","other","n"
"ex68_advance_trading_robot_no","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX68 - Advance Trading Robot No.11.mq4","820.4","","n","n","other","n"
"ex69_advance_trading_robot_no","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX69 - Advance Trading Robot No.12.mq4","701.5","","n","n","other","n"
"ex7_reversal_candlestick_and_spinning_top_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX7 - Reversal Candlestick and Spinning Top Candlestick Pattern.mq4","538.7","","n","n","other","n"
"ex70_advance_trading_robot_no_13_williams_percent_range","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX70- Advance Trading Robot No.13 [Williams Percent Range].mq4","655.9","","n","n","other","n"
"ex70_advance_trading_robot_no_13_williams_percent_range_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX70- Advance Trading Robot No.13 [Williams Percent Range] RV1.mq4","661","","n","n","other","n"
"ex72_advance_trading_robot_14_ema_cross_over","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX72 - Advance Trading Robot 14 [EMA Cross Over].mq4","767.1","","n","n","other","n"
"ex73_advance_trading_robot_no_14_engulfing_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX73 - Advance Trading Robot No.14 [Engulfing Pattern] (1).mq4","680.5","","n","n","other","n"
"ex74_gold_scalping_robot_basic","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX74 - Gold Scalping Robot [Basic].mq4","447","","n","n","other","n"
