"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","has_mart_block","rough_family","already_known"
"currencyprofits","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\CurrencyProfits_0.1.mq4","4.1","iMA","n","n","trend","n"
"daytrading","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading.mq4","6.8","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"daytrading","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading3.mq4","8.6","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"daytrading_23sep","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading(23SEP05).mq4","7.7","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"dojitrader","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DojiTrader1.mq4","5","","n","n","other","n"
"dojitrader_23sep","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DojiTrader(23SEP05).mq4","4","","n","n","other","n"
"dojitrader_fxid10t_mod","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DojiTrader fxid10t mod2.mq4","6.6","","n","n","other","n"
"e_3_01_10_oct","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.3.01 10-Oct05.mq4","13.4","iMA","n","n","trend","n"
"e_passlevcci_ema","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e-PassLevCCI-EMA.mq4","5.5","iMA|iCCI","n","n","oscillator","n"
"e_trailing","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e-Trailing.mq4","3","","n","n","other","n"
"ea_adaptts_v10_ron","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\ea_AdaptTS_v10_Ron.mq4","4.1","","n","n","other","n"
"eatradecloser_ron_mt4_vrt","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\eaTradeCloser_Ron_MT4_vrt.mq4","2.8","","n","n","other","n"
"elder_30aug","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\elder(30AUG05).mq4","4.2","iStochastic|iMACD","n","n","oscillator","n"
"ema_cross","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\ema cross.mq4","0.7","iMA","n","n","trend","n"
"ex175_bb_strategy_and_rebalance","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-04\EX175 - BB Strategy and Rebalance.mq4","646.4","","n","n","other","n"
"ex185_ema_cross_over_and_modify_tp","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\EX185 - EMA Cross Over and Modify TP.mq4","594.2","","n","n","other","n"
"ex52_close_first_order_and_only_profit_order_rv","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX52 - Close First Order and Only Profit Order RV4.mq4","892.3","","n","n","other","n"
"farhadcrab","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadCrab1.mq4","16.1","iMA|iRSI|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"firebird_v","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63.mq4","11.6","iMA","n","n","trend","n"
"firebird_v0_50_26jul","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.50(26JUL05).mq4","4.7","iMA","n","n","trend","n"
"firebird_v0_63_ea","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v0.63 [ea].mq4","11.6","iMA","n","n","trend","n"
"firebird_v63_tvd","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63 TVD1.mq4","20","iMA","n","n","trend","n"
"firebird_v63d","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63D.mq4","22.1","iCustom|iMA","y","n","trend","n"
"firebird_v63e","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Firebird v63E.mq4","25.2","iMA","n","n","trend","n"
"fractal_zigzag_expert","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Fractal ZigZag Expert.mq4","6","","n","n","other","n"
"get_rich_or_die_trying_any_gbp","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Get Rich or Die Trying Any GBP.mq4","3.9","","n","n","other","n"
"ghost_bot_01_g","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\Ghost Bot 01 G07.mq4","612.8","","n","n","other","n"
"gold_omnihedging_extendedtl_mt","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\Gold_OmniHedging_ExtendedTL_MT4 (1).mq4","16.4","","n","n","other","n"
"gold_tradepro_v1_31_mq","4","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\31 dec 23\Gold-TradePro-V1-31-MQ4.mq4","388.4","","n","n","other","n"
"hans123trader","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Hans123Trader_v9_02(2).mq4","16.4","iATR","n","n","other","n"
"icwr","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.1.mq4","10.8","iRSI","n","n","oscillator","n"
"icwr","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.19.mq4","20.4","iRSI|iADX","n","n","oscillator","n"
"icwr","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.20.mq4","20.4","iRSI|iADX","n","n","oscillator","n"
"icwr_12bx","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.12Bx.mq4","13.1","iRSI","n","n","oscillator","n"
"icwr_13x","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\icwr.13x.mq4","14.2","iRSI","n","n","oscillator","n"
"jmacd","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\JMACD.mq4","6.1","","n","n","other","n"
"ma_cross","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\MA Cross 20.mq4","3.3","iMA","n","n","trend","n"
"ma_crossover_expert_v","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\MA_Crossover_expert_v1.mq4","27.2","iMA","n","n","trend","n"
"macd","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\MACD.mq4","2.4","iMA","n","n","trend","y"
"macdsignals","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\MACDsignalsv0.2.mq4","4.7","iMA","n","n","trend","n"
"makegrid_with_100_and_200_ema","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\MakeGrid-With 100 and 200 EMA.mq4","11.4","iMA|iMACD","n","n","breakout","n"
"managetakeprofit","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\ManageTakeProfit.mq4","6","","n","n","other","n"
"mmts_expert","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\MMTS_Expert.mq4","5.3","","n","n","other","n"
"multi_lot_scalper","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Multi_Lot_Scalper1.mq4","9.7","iMACD","n","n","trend","n"
"multi_lot_scalper_psars","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Multi_Lot_Scalper_Psars.mq4","9.8","iMACD|iSAR","n","n","trend","n"
"ninaea_v","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\NinaEA v03.mq4","5.6","iCustom|iMA","y","n","trend","n"
"pipmaster","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\pipmaster.mq4","4.7","","n","n","other","n"
"pivotema3rlhv","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\PivotEMA3RLHv3.mq4","15.1","iCustom|iMA|iATR","y","n","trend","n"
"pivotema3rlhv","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\PivotEMA3RLHv4.mq4","18.6","iCustom|iMA|iATR","y","n","trend","n"
"pivotema3rlhv","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\PivotEMA3RLHv2.mq4","13.4","iCustom|iMA|iATR","y","n","trend","n"
"rhyme_01_reversal_price_action_long_wick","4","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\(Rhyme) 01. Reversal Price Action_ Long Wick.mq4","266.4","iMA|iADX|iSAR","n","y","breakout","n"
"robot_powerm5_m","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Robot_PowerM5-m .mq4","3.2","iCustom|iATR","y","n","other","n"
"robotpowerm5_meta4v","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\RobotPowerM5_meta4V1.mq4","7.2","iSAR|iATR|iMomentum","n","n","trend","n"
"robotpowerm5_meta4v","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\RobotPowerM5_meta4V11.mq4","7.2","iSAR|iATR|iMomentum","n","n","trend","n"
"rsi_trader","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\RSI trader v0.10.mq4","2.8","iMA|iRSI","n","n","breakout","n"
"russian20_hp","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\russian20-HP.mq4","4.6","iMA|iMomentum","n","n","trend","n"
"session_breakout","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Session breakout v0.26.mq4","4.7","","n","n","breakout","n"
"silvertrendtrader_v3_jtpo","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\SilverTrendTrader_v3_JTPO.mq4","13.8","","n","n","other","n"
"silvertrendtrader_xyz","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\SilverTrendTrader(xyz).mq4","6.6","iCustom|iMA","y","n","trend","n"
"smc_hilo_v","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\SMC HiLo v1.mq4","9.9","iMA|iATR","n","n","trend","n"
"smc_trader_kurt_v2_26aug","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\SMC Trader Kurt v2(26AUG05).mq4","5.9","iMA|iRSI|iMACD|iATR","n","n","oscillator","n"
"smc_trader_triggerlines","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\SMC Trader TriggerLines V2.1.mq4","11.7","iMA|iATR","n","n","trend","n"
"snapshotea","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\SnapShotEA.mq4","1.5","","n","n","other","n"
"stalker_ea","4","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\31 dec 23\Stalker EA.mq4","424.5","","n","n","other","n"
"starter_v4modv","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Starter_v4modV2.mq4","7.6","iCustom|iMA|iCCI","y","n","oscillator","n"
"suffic","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\suffic369.mq4","8.6","iMA|iBands","n","n","trend","n"
"the_20_s","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\The 20_s.mq4","1.3","","n","n","other","n"
"tma_bands_nk","4","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL4\Indicators\TMA Bands nk.mq4","7.5","iCustom|iMA|iATR","y","n","trend","n"
"trendline_trader","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Trendline Trader1.mq4","19.2","","n","n","breakout","n"
"trendscalper_tr_30aug","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrendScalper_TR(30AUG05).mq4","8.3","iCustom|iBands|iATR","y","n","other","n"
"trendscalper_tr_loosetest_26jul","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrendScalper_TR_loosetest(26JUL05).mq4","8","iCustom|iBands|iATR","y","n","other","n"
"triplema_crossover_ea","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TripleMA_Crossover_EA.mq4","22.7","iMA","n","n","trend","n"
"truescalper_ron_mt4_v04_08sep","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrueScalper_Ron_MT4_v04(08SEP05).mq4","3.9","iMA|iRSI","n","n","oscillator","n"
"truescalper_v49c_ron_mt","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrueScalper_v49c_Ron_MT4.mq4","11.8","iMA|iRSI","n","n","oscillator","n"
"truescalper_v49p_ron_mt","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrueScalper_v49P_Ron_MT4.mq4","14.4","iMA|iRSI","n","n","oscillator","n"
"truescalpperv","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrueScalpperV12.mq4","7.6","iMA|iRSI","n","n","reversion","n"
"truescalpperv11","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TrueScalpperV11-1.1.mq4","9.9","iMA|iRSI","n","n","reversion","n"
"tsd_mt4_mr_trade","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TSD_MT4_MR_Trade_0_21.mq4","12.9","iMACD|iWPR|iForce","n","n","trend","n"
"tsd_mt4_mr_trade_0_34_08sep","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TSD_MT4_MR_Trade_0_34(08SEP05).mq4","17.3","iMACD|iATR|iWPR|iForce","n","n","trend","n"
"tsd_x","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\TSD(x).mq4","9.1","iMACD|iForce","n","n","trend","n"
"unnamed","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\3.mq4","9.4","iMACD","n","n","trend","n"
"volume_trader_redux","4","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\volume trader (redux)1.mq4","3.6","","n","n","other","n"
"x_a_b_c","4","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\X-A-B-C  .mq4","186.8","iCustom|iMA","y","y","breakout","n"
"1_bars_back","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\1_bars_back.mq4","0.7","","n","n","other","n"
"1_trade_levels_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#1 Trade Levels (Black).mq4","59.8","","n","n","other","n"
"1_trade_levels_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#1 Trade Levels (White).mq4","59.7","","n","n","other","n"
"123patternsv","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\Template and Indicators (Jobot)\final-trading-machine-system\MQL4\Indicators\123PatternsV6.mq4","13.6","iCustom","y","n","other","n"
"143_trend_krapook_hope","3","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\143-Trend Krapook HOPE.mq4","807.2","","n","n","other","n"
"2_access_panel_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#2 Access Panel (Black).mq4","164.3","","n","n","breakout","n"
"2_access_panel_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#2 Access Panel (White).mq4","164.3","","n","n","breakout","n"
"2012_sema4x_white_only","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\! $ 2012 SEMA4X - White Only.mq4","8.6","","n","n","other","n"
"2ma_crossover","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\2MA Crossover.mq4","8.3","iMA","n","n","trend","n"
"3_ffcal_panel_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#3 FFCal Panel (Black).mq4","47.8","","n","n","other","n"
"3_ffcal_panel_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#3 FFCal Panel (White).mq4","47.8","","n","n","other","n"
"3_level_zz_semafor_mtf_alerts_nmc","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\3_level_zz_semafor_mtf__alerts_nmc.mq4","28.2","","n","n","other","n"
"3_news_panel_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#3 News Panel (Black).mq4","51.2","","n","n","other","n"
"3_news_panel_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#3 News Panel (White).mq4","51.2","","n","n","other","n"
"4_3_19_ichimoku_adx_log_atr_dualguard","3","D:\Forex\10_EA_PROJECTS\0. Jobot\1000+ EA BOT MOGUL Bundles\MT5 (ex5)\Forex\4\4-3\4-3-19\4.3.19-ICHIMOKU+ADX Log ATR DualGuard.mq4","0","","n","n","other","n"
"4_ans_sunday_morning_xauusd_all","3","D:\Forex\01_INBOX_NEW\2.1 review EA\0. Not work\4.ANS - Sunday Morning XAUUSD All+4.55.mq4","351.8","","n","y","breakout","n"
"4_solid_trend_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#4 Solid Trend (Black).mq4","7.8","iMA","n","n","trend","n"
"4_solid_trend_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#4 Solid Trend (White).mq4","7.8","iMA","n","n","trend","n"
"4_trend_suite_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#4 Trend Suite (Black).mq4","17.1","iMA","n","n","trend","n"
"4_trend_suite_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#4 Trend Suite (White).mq4","16.6","iMA","n","n","trend","n"
"5_candles_suite_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#5 Candles Suite (Black).mq4","26.8","","n","n","other","n"
"5_candles_suite_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#5 Candles Suite (White).mq4","26.8","","n","n","other","n"
"5_pva_prices_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#5 PVA Prices (Black).mq4","12.2","","n","n","other","n"
"5_pva_prices_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#5 PVA Prices (White).mq4","12.2","","n","n","other","n"
"54_search_patterns","3","D:\Forex\01_INBOX_NEW\2.2 EA test\. Forexbookthai\.Indicator\54_Search_patterns\54_Search_patterns.mq4","60.6","","n","n","breakout","n"
"6_pva_volumes_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#6 PVA Volumes (Black).mq4","12.7","","n","n","other","n"
"6_pva_volumes_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#6 PVA Volumes (White).mq4","12.7","","n","n","other","n"
"6_volumes_suite_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#6 Volumes Suite (Black).mq4","15.9","","n","n","other","n"
"6_volumes_suite_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#6 Volumes Suite (White).mq4","15.9","","n","n","other","n"
"7_donnafx_label_black","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#7 DonnaFX Label (Black).mq4","4.6","","n","n","other","n"
"7_donnafx_label_white","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\#7 DonnaFX Label (White).mq4","4.6","","n","n","other","n"
"a_krapook_trend_ma","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\25 sep\A Krapook TREND MA1.0 (1).mq4","477.8","","n","n","other","n"
"a_krapook_trend_macd1_0_2","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\25 sep\A Krapook TREND MACD1.0 (2) (8).mq4","475.6","","n","n","other","n"
"a_krapook_trend_macd1_0_2","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\25 sep\A Krapook TREND MACD1.0 (2) (6).mq4","471.9","","n","n","other","n"
"aa_supply_demand_zone22_3g","3","D:\Forex\01_INBOX_NEW\2.2 EA test\June 24\New folder\AA_Supply Demand Zone22_3g91.mq4","545.6","iCustom|iMA|iRSI|iMACD|iADX|iBands|iSAR","y","y","reversion","n"
"acceleratorbot_usdjpyh","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\25 sep\AcceleratorBot_USDJPYH4.mq4","12","iMA|iStochastic|iADX|iATR","n","n","oscillator","n"
"accountequityanalyzer","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\test 3\AccountEquityAnalyzer.mq4","13.2","","n","n","other","n"
"ackel_infolabel_right","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\Ackel_InfoLabel_Right.mq4","3.6","","n","n","other","n"
"adaptive_gann_high_low_activator_jma_heiken_ashi_arrows","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\adaptive Gann High-Low activator jma Heiken Ashi arrows-1_2.0.mq4","18.6","iCustom|iMA|iATR","y","n","trend","n"
"add_on_artillery","3","D:\Forex\01_INBOX_NEW\2.2 EA test\June 24\New folder\Add-On Artillery.mq4","6023.8","iCustom","y","y","breakout","n"
"ai_scalper","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\test 3\AI SCALPER v1.1.mq4","28.5","iMA|iRSI|iBands","n","n","oscillator","n"
"alert_pr_v","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\!Alert-PR_v0.mq4","2.6","iCustom|iMA","y","n","trend","n"
"alphabull","3","D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\AlphaBull  .mq4","270.8","iMA","n","y","breakout","n"
"angle_average_two_way_tp_revenge","3","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\Angle Average Two way TP Revenge V1.06.mq4","377.8","iCustom","y","y","breakout","n"
"ans_sunday_morning_xauusd_all","3","D:\Forex\01_INBOX_NEW\2.1 review EA\0. Not work\ANS - Sunday Morning XAUUSD All9.mq4","348.2","","n","y","breakout","n"
"ans_sunday_morning_xauusd_all_4_1_9_3_3","3","D:\Forex\01_INBOX_NEW\2.1 review EA\0. Not work\ANS - Sunday Morning XAUUSD All+4.1+9+ (3) (3) (2).mq4","363.3","","n","y","breakout","n"
"ans_sunday_morning_xauusd_all_4_1_9_3_3_2_1_1_cast","3","D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\ANS - Sunday Morning XAUUSD All+4.1+9+ (3) (3) (2) (1) (1)cast.mq4","364.1","","n","y","breakout","n"
"ant_gubreakout","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\ant-GUBreakout.mq4","8.4","","n","n","breakout","n"
"atc","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\ATC.mq4","8.8","","n","n","other","n"
"autofib_tradezones","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\0 - MQ5\wealth king nasdaqsoftware\AutoFib_TradeZones.mq4","7.5","","n","n","breakout","n"
"autorefresh","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\AutoRefresh.mq4","1.7","","n","n","other","n"
"autotrendchannel","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\AutoTrendChannel.mq4","8.7","","n","n","other","n"
"b_clock_comments","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\b-clock comments.mq4","1.9","","n","n","other","n"
"ba_smile","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\BA\BA_Smile.mq4","487.2","","n","n","other","n"
"ba_smilev_4_free","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\BA\BA_SmileV.4_free.mq4","600.5","","n","n","other","n"
"bars_colored_vqzl","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\bars colored VQZL.mq4","3.2","iCustom","y","n","other","n"
"basic_kzm_ep13_v_1_0_kzm_new","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\2- OK\EA2 and Indicators set 2\EA and Indicators\EA set 2\Basic KZM (EP13)V.1.0(KZM NEW V3.6).mq4","348.2","","n","n","other","n"
"basic_rsi_expresso","3","D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\Basic RSI  EXPRESSO.mq4","370","iMA|iRSI|iStochastic|iMACD","n","y","reversion","n"
"basket_stats","3","D:\Forex\01_INBOX_NEW\2.2 EA test\wait for test\2- OK\Expert Advisor and indicator\Expert Advisor and indicator\Ea\Downloads\Basket_Stats.mq4","6.9","","n","n","other","n"
"basket_stats_time","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\Basket_Stats_Time.mq4","9.6","","n","n","other","n"
"bobokusfibo_v","3","D:\Forex\01_INBOX_NEW\2.2 EA test\Dashboard\MQL4\MQL4\Indicators\BobokusFibo_v2.mq4","8.2","","n","n","other","n"
"boo_cibpend400_grid_r","3","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\BOO - CibPend400 Grid RV3 (1).mq4","213","","n","y","breakout","n"
"boss_gold_time_bomb_martingale_rev_3_with_atr","3","D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\(Boss) Gold Time bomb martingale rev 3 with ATR.mq4","337.6","iATR","n","y","breakout","n"
"boss_grid_buy_only_rev1_31_add_comment","3","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\(Boss) Grid buy only rev1.31 add comment.mq4","217.4","","n","y","other","n"
"boss_grid_horizontal_line_trailing_by_fibo_rev_4_config_lot_tf_hedging","3","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Grid Horizontal Line Trailing Fibo\(Boss) Grid Horizontal Line Trailing by Fibo rev 4(Config lot ,TF , Hedging).mq4","372","","n","y","breakout","n"
"boss_price_action_fibo_trend","3","D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\(Boss) Price action Fibo Trend.mq4","385.2","iCustom","y","y","breakout","n"
