Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score
471,352.39,0.507036,1.009832,0.130915,0.155063,22.4568,695,3,2.5,1.6,400,120,140,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-27.9849
940,92.84,0.108079,1.003154,0.038601,0.042072,20.1460,859,3,1.0,1.0,450,40,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-28.0187
129,688.47,0.765818,1.022383,0.212915,0.300165,25.3012,899,3,1.0,1.8,250,40,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.0384
185,829.40,0.993293,1.019771,0.262041,0.259039,25.6672,835,3,2.0,1.6,150,120,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.1729
1600,2389.59,4.376538,1.055975,0.440503,0.751861,31.8837,546,7,4.0,1.0,150,200,300,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.1804
2292,941.28,1.461615,1.031003,0.273370,0.373908,26.5143,644,6,2.0,1.4,350,80,300,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.2218
400,364.29,0.519672,1.009180,0.141591,0.144668,22.9003,701,3,4.0,1.6,200,80,300,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-28.4064
89,1185.98,1.696681,1.028572,0.290347,0.388710,27.6897,699,4,3.0,1.4,150,160,300,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.4066
29,1002.68,1.468053,1.030575,0.262080,0.442179,27.5985,683,5,3.5,1.0,450,80,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.4366
1820,360.06,0.403655,1.011681,0.138040,0.132087,22.9556,892,3,1.0,1.6,200,80,180,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-28.5664
1139,900.52,1.235281,1.030550,0.253184,0.363984,27.1704,729,5,1.5,1.0,200,120,140,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.6474
530,1874.48,2.866177,1.039354,0.373040,0.563644,30.4641,654,6,4.0,2.0,450,200,300,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-28.6674
556,-2377.70,-4.862372,0.922018,-0.477242,-1.341856,39.5270,489,3,3.0,1.6,350,80,100,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-28.7532
145,-2783.51,-6.077533,0.902373,-0.708667,-1.406346,35.2450,458,4,3.0,1.2,450,120,140,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-28.8616
289,-30.49,-0.042703,0.999006,-0.013073,-0.014042,19.6973,714,4,2.5,1.2,250,80,140,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-29.0081
2296,2359.88,3.653065,1.051048,0.378240,0.861261,33.8787,646,6,3.5,1.0,100,200,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-29.1730
1215,2258.95,3.371567,1.063272,0.407289,0.710787,33.6535,670,7,2.0,2.0,150,200,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-29.2516
708,653.84,1.113867,1.021981,0.202753,0.273995,24.6394,587,6,3.0,2.0,150,160,140,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-29.3041
723,3.34,0.006398,1.000131,0.001492,0.001614,18.2877,522,7,4.0,1.4,350,160,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-29.4433
1067,933.79,1.215872,1.027056,0.240278,0.373273,27.6649,768,5,1.5,1.0,200,120,300,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-29.4471
120,979.65,1.500230,1.028624,0.256192,0.402490,27.7620,653,5,3.5,1.2,100,80,260,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-29.6264
1097,648.27,1.050681,1.024023,0.196466,0.303931,25.5306,617,6,2.0,1.4,500,80,100,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-29.6712
1346,1341.71,2.136481,1.042986,0.309394,0.551929,30.0457,628,6,3.0,1.0,350,80,180,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-29.7478
440,241.25,0.344151,1.007925,0.078815,0.118454,23.1529,701,4,2.0,2.0,100,80,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-30.0187
73,143.32,0.171847,1.005106,0.050007,0.070735,22.3232,834,4,1.0,1.2,200,40,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-30.0800
2358,555.90,0.830942,1.012082,0.173107,0.200465,25.1258,669,3,4.0,1.8,200,200,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-30.2917
1017,348.80,0.603460,1.014513,0.121476,0.190796,23.3898,578,6,4.0,1.2,200,40,220,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-30.3982
317,326.77,0.431664,1.007845,0.099804,0.128778,24.0728,757,4,3.5,1.8,250,80,300,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-30.6646
1361,1162.44,1.677403,1.030255,0.332014,0.376503,30.0418,693,5,3.0,1.4,100,160,300,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-30.7648
5,12.84,0.018343,1.000294,0.004896,0.004745,21.6470,700,3,3.5,1.0,200,120,300,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-30.8388
527,1086.38,1.684310,1.031283,0.260164,0.460895,29.3463,645,5,4.0,1.2,100,80,300,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-30.8518
1265,1274.07,1.987629,1.037333,0.286009,0.496591,30.2523,641,6,2.0,1.4,350,120,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-30.9459
332,-98.03,-0.152457,0.996760,-0.041112,-0.046112,19.9630,643,4,2.5,2.0,300,120,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-30.9611
2065,-83.70,-0.093939,0.997178,-0.036681,-0.031890,20.9447,891,3,1.0,1.0,100,120,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-31.1015
1106,49.36,0.058553,1.002015,0.020017,0.025237,22.5027,843,3,1.0,1.0,200,40,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-31.3554
217,671.52,0.889430,1.020309,0.171918,0.352867,27.9938,755,4,3.0,1.8,300,40,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-31.4385
499,427.79,0.625424,1.012910,0.122512,0.216939,25.7474,684,3,4.0,1.8,250,80,100,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-31.4526
806,435.91,0.737580,1.014563,0.125234,0.220254,25.0114,591,4,4.0,1.6,300,200,100,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-31.7621
2218,123.37,0.143956,1.004295,0.044351,0.051044,23.4655,857,3,1.0,1.4,150,200,140,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-31.7709
2214,0.92,0.001082,1.000037,0.000380,0.000450,22.3333,850,3,1.0,1.0,200,40,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-31.7880
1043,1477.50,2.352707,1.038996,0.331483,0.517932,31.7133,628,6,2.5,1.0,100,200,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-31.8294
130,170.89,0.191796,1.005087,0.053526,0.063900,23.8908,891,3,1.0,2.0,450,120,300,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-31.9636
2343,117.52,0.130869,1.003710,0.041973,0.044904,23.8623,898,3,1.0,1.6,150,120,220,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.3675
1537,16.21,0.019275,1.000663,0.006350,0.008415,23.0558,841,3,1.0,1.0,100,40,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.4562
1352,13.85,0.016468,1.000567,0.005421,0.007185,23.0889,841,3,1.0,1.0,100,40,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.5267
2229,-258.97,-0.307931,0.990741,-0.106617,-0.127000,20.3420,841,3,1.0,1.6,350,40,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.6037
2098,219.94,0.260284,1.008699,0.073195,0.109373,25.1808,845,3,1.0,2.0,150,40,100,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-32.6109
60,1163.72,1.841329,1.038316,0.241135,0.545450,31.3799,632,6,2.0,2.0,200,80,100,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-32.6329
2327,477.21,0.538612,1.013984,0.127719,0.186764,26.8022,886,3,1.0,2.0,400,160,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-32.6512
642,-329.88,-0.396014,0.987484,-0.141426,-0.168414,19.5943,833,3,1.0,1.0,350,40,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.7567
98,98.44,0.147586,1.002769,0.031501,0.043852,23.6322,667,3,3.5,1.0,400,120,140,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.7729
2373,-119.24,-0.131177,0.996258,-0.046189,-0.046948,22.1146,909,3,1.0,1.4,250,80,180,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-32.8308
216,-517.28,-0.749681,0.983328,-0.269920,-0.262652,17.1970,690,3,2.0,1.2,400,200,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-33.0381
1809,-67.26,-0.095812,0.998198,-0.026815,-0.028212,22.7588,702,3,4.0,1.4,200,80,180,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-33.0580
2170,992.59,1.619233,1.027747,0.248298,0.337842,29.6899,613,7,4.0,1.0,450,120,300,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-33.3004
2403,-482.06,-0.627682,0.985890,-0.261760,-0.227161,18.0273,768,3,2.5,2.0,250,80,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-33.3246
649,-64.48,-0.076038,0.997419,-0.025610,-0.032082,23.0100,848,3,1.0,1.0,100,40,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-33.4073
423,771.05,1.135567,1.017407,0.186478,0.301159,29.1514,679,3,4.0,1.0,150,160,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-33.4781
333,-180.90,-0.281776,0.994012,-0.067753,-0.075792,21.4556,642,7,2.5,1.4,300,80,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-33.5591
1331,112.48,0.163726,1.003063,0.042846,0.046936,25.0562,687,3,4.0,1.4,400,80,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-33.9777
2138,-3085.81,-5.432764,0.885880,-0.806166,-1.774960,36.2035,568,3,2.5,1.6,450,40,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-34.1662
2195,933.06,1.524608,1.026125,0.228676,0.319764,30.0023,612,7,4.0,1.0,450,120,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-34.2512
1653,-241.27,-0.274795,0.992465,-0.084800,-0.091842,22.5738,878,3,1.0,1.0,450,120,260,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-34.5427
596,-250.48,-0.284636,0.992124,-0.088111,-0.095114,22.5755,880,3,1.0,1.0,450,120,260,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-34.6391
660,-343.01,-0.409809,0.986264,-0.147259,-0.165142,21.6299,837,3,1.0,1.0,100,40,100,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-35.2969
781,-251.09,-0.298917,0.989738,-0.105075,-0.117905,22.7154,840,3,1.0,1.0,150,40,100,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-35.3728
2254,-327.34,-0.369876,0.989403,-0.127175,-0.123658,22.3928,885,3,1.0,1.6,150,120,220,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-35.3865
247,1421.46,2.467812,1.041255,0.258882,0.600736,33.9286,576,6,3.5,1.4,100,120,140,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-35.4405
1519,249.09,0.285654,1.007273,0.067768,0.108539,27.5000,872,3,1.0,1.6,400,40,260,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-35.5190
510,-372.19,-0.533223,0.988146,-0.156253,-0.188696,21.7426,698,3,4.0,1.8,150,120,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-35.7653
717,-277.88,-0.370507,0.992658,-0.092974,-0.104130,23.5136,750,4,4.0,1.8,100,120,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-35.9092
725,1291.27,2.001969,1.027577,0.240864,0.404255,32.8493,645,6,4.0,2.0,450,200,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-35.9385
853,-251.51,-0.305973,0.990058,-0.093881,-0.129813,23.2852,822,3,1.0,1.0,350,160,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-35.9966
1322,676.31,1.032534,1.019983,0.160463,0.280592,30.5309,655,5,3.0,1.6,150,80,180,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-36.0295
12,202.59,0.253872,1.005617,0.053898,0.078935,27.4420,798,4,1.5,1.6,350,200,260,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-36.0347
1058,-454.73,-0.516739,0.984968,-0.174949,-0.185177,21.7745,880,3,1.0,1.0,450,80,180,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-36.1315
382,36.36,0.052849,1.001163,0.010739,0.016525,26.3147,688,5,2.5,1.6,100,80,100,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-36.3638
218,87.17,0.120734,1.002787,0.031682,0.031332,26.9331,722,4,2.5,2.0,200,120,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-36.3900
111,635.87,0.845572,1.016936,0.165477,0.266253,31.3681,752,3,2.0,1.4,500,80,260,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-36.5863
545,-192.62,-0.257513,0.993895,-0.061434,-0.090789,24.6539,748,4,1.5,1.6,300,80,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-36.6278
22,-516.03,-0.602135,0.982699,-0.198227,-0.213880,21.7127,857,3,1.0,1.2,500,80,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-36.7730
1417,-262.98,-0.299863,0.990759,-0.098566,-0.103195,24.4835,877,3,1.0,1.0,100,120,180,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.2141
1472,-290.51,-0.479389,0.988747,-0.111200,-0.132204,23.0197,606,6,2.5,2.0,100,160,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.3504
600,-274.31,-0.312782,0.990360,-0.102576,-0.107602,24.5430,877,3,1.0,1.0,100,120,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.4037
2201,270.20,0.405706,1.008795,0.069444,0.110279,28.9849,666,6,2.0,1.6,450,80,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-37.6802
517,294.79,0.389934,1.007333,0.068596,0.113763,29.4504,756,4,4.0,2.0,300,120,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-37.7699
522,-357.33,-0.426408,0.985596,-0.137125,-0.183711,23.6536,838,3,1.0,1.0,100,40,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.7824
2412,-348.95,-0.435100,0.991327,-0.142093,-0.119130,24.2975,802,3,4.0,1.8,200,120,260,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.7832
521,-356.58,-0.425513,0.985618,-0.136779,-0.183218,23.6728,838,3,1.0,1.0,100,40,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.7946
1615,-427.43,-0.512506,0.984456,-0.151273,-0.195206,23.5016,834,3,1.0,1.0,450,160,140,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-37.9671
1272,-178.65,-0.309083,0.993883,-0.056180,-0.091168,24.4588,578,5,3.0,1.0,350,160,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-38.0619
1514,479.78,0.782675,1.013859,0.119213,0.175516,30.1308,613,7,3.5,1.2,450,120,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.1315
1562,-318.41,-0.362241,0.990354,-0.097959,-0.118400,25.1349,879,3,1.0,1.0,450,120,300,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.1529
2168,-305.23,-0.346459,0.990749,-0.093160,-0.114400,25.2591,881,3,1.0,1.0,450,120,300,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.1761
231,927.91,1.425361,1.022384,0.180261,0.372054,33.5062,651,4,3.0,1.0,250,200,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.2356
1047,-599.26,-0.682528,0.981818,-0.215483,-0.233052,22.8293,878,3,1.0,1.0,450,80,300,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-38.5943
1441,-481.60,-0.576077,0.982446,-0.170981,-0.219525,23.5513,836,3,1.0,1.0,450,160,140,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-38.6359
1510,1815.18,2.788295,1.047455,0.273502,0.617799,38.2674,651,7,2.0,2.0,400,200,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.7718
444,12.69,0.018233,1.000304,0.003225,0.005399,28.2095,696,3,3.5,1.4,300,80,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.7892
473,387.58,0.553686,1.009461,0.083123,0.160912,30.9810,700,4,3.0,1.8,300,120,220,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.7963
1059,1220.52,1.784386,1.026957,0.205395,0.516639,36.1604,684,3,3.0,1.2,350,160,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-38.8200
469,-851.48,-1.136822,0.974086,-0.455944,-0.420595,18.3904,749,3,3.5,1.8,100,80,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-39.0206
135,290.18,0.462807,1.008020,0.068960,0.125098,29.7946,627,5,3.5,2.0,300,120,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.0852
143,-34.90,-0.041400,0.998851,-0.008849,-0.015271,28.3543,843,4,1.0,1.2,400,80,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.3508
2375,-201.56,-0.298607,0.993514,-0.059158,-0.081703,26.7477,675,6,2.0,1.4,300,80,300,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.3858
2220,124.70,0.187801,1.004081,0.031836,0.051976,29.2331,664,6,2.0,2.0,450,80,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.3915
1107,259.98,0.414641,1.008727,0.070628,0.109519,29.9845,627,6,2.0,1.2,100,80,140,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.4342
1231,-283.89,-0.449193,0.990730,-0.085832,-0.138360,25.3961,632,5,3.0,1.4,250,200,100,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.4423
271,225.68,0.369362,1.007258,0.053353,0.114355,29.6306,611,6,3.0,1.0,450,80,100,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.5174
474,-813.73,-1.082088,0.980581,-0.324941,-0.339803,21.4211,752,3,3.0,2.0,400,120,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-39.6571
70,-545.63,-0.778359,0.979454,-0.193059,-0.292092,23.4353,701,4,1.5,1.2,450,120,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-39.6583
334,-227.66,-0.303952,0.992593,-0.079870,-0.104986,26.7969,749,3,2.0,1.2,400,40,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.6634
1955,-778.57,-0.919209,0.971066,-0.329912,-0.351519,21.0053,847,3,1.0,1.0,450,80,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-39.6829
752,0.64,0.000841,1.000016,0.000157,0.000249,28.9501,761,4,4.0,1.4,350,120,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.7344
383,383.86,0.533139,1.011704,0.080694,0.165075,31.8841,720,5,2.0,1.6,350,80,140,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.7982
375,225.35,0.333852,1.007250,0.054615,0.095220,30.5274,675,6,2.0,2.0,400,80,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-39.8522
1415,-495.72,-0.568486,0.981231,-0.182714,-0.231918,24.5709,872,3,1.0,1.0,100,40,140,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-40.2019
251,-72.58,-0.096388,0.998494,-0.017743,-0.026715,29.1810,753,3,3.0,2.0,450,200,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-40.6032
121,74.64,0.111904,1.002108,0.018018,0.029608,29.8867,667,5,3.0,1.4,350,80,260,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-40.6580
776,-543.35,-0.626701,0.979271,-0.202302,-0.254196,24.4912,867,3,1.0,1.0,100,40,140,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-40.6914
2167,-542.62,-0.625859,0.979298,-0.201276,-0.253916,24.5699,867,3,1.0,1.0,100,40,140,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-40.7668
629,-27.14,-0.039736,0.999204,-0.007086,-0.011079,29.5940,683,5,3.0,2.0,150,120,140,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.0006
174,311.51,0.405612,1.009328,0.079129,0.147947,32.7694,768,3,2.0,1.0,500,40,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.1746
1549,-784.03,-0.880933,0.975155,-0.290247,-0.306322,23.3007,890,3,1.0,1.6,200,80,220,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-41.2473
2246,-1041.65,-1.224031,0.964578,-0.509863,-0.421614,19.3561,851,3,1.0,1.6,450,80,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-41.3312
327,-471.74,-0.658855,0.985803,-0.141989,-0.197647,26.4846,716,5,4.0,1.4,100,80,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.3847
2287,368.98,0.543417,1.010974,0.083746,0.129336,32.7549,679,6,2.5,2.0,150,120,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.4877
2192,369.16,0.545288,1.011008,0.083692,0.130664,32.7759,677,6,2.5,2.0,150,120,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.5278
220,6.93,0.009340,1.000156,0.001578,0.002498,30.5012,742,4,4.0,1.6,450,120,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.5439
242,-564.10,-0.982753,0.979934,-0.208848,-0.266290,23.5943,574,4,4.0,1.8,500,120,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-41.6111
609,-532.97,-0.582481,0.984066,-0.157042,-0.204803,26.3887,915,3,1.0,1.6,250,120,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-41.6278
80,-3630.39,-5.799345,0.889855,-0.680316,-1.708674,45.5865,626,4,1.5,1.6,250,80,300,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-41.9075
2157,-456.49,-0.672297,0.985548,-0.136666,-0.190342,26.8871,679,6,2.0,1.4,350,80,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.0237
430,-39.28,-0.062152,0.998703,-0.010581,-0.017459,29.7297,632,6,2.0,2.0,450,80,140,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.0258
1546,-357.44,-0.514302,0.990974,-0.094707,-0.152114,28.1303,695,3,3.5,1.6,400,80,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.0854
83,-841.75,-0.936318,0.973548,-0.317255,-0.330020,23.4312,899,3,1.0,1.2,150,80,300,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-42.1023
539,-442.48,-0.616267,0.987967,-0.135669,-0.161138,27.5514,718,5,3.0,2.0,150,120,180,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.1293
2362,257.51,0.379249,1.007592,0.059245,0.090189,32.7291,679,6,2.5,2.0,150,120,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.3899
2225,253.59,0.375133,1.007498,0.058333,0.089772,32.7408,676,6,2.5,2.0,150,120,300,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.4699
