Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score
352,-310.25,-0.454912,0.989624,-0.084585,-0.150776,28.5738,682,5,3.0,1.8,150,80,100,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.6854
1650,443.17,0.695714,1.012703,0.092091,0.168298,33.7677,637,6,2.0,1.4,350,120,220,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.6907
1869,705.26,1.135684,1.021962,0.135258,0.284902,35.5226,621,6,2.0,1.4,350,200,180,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.7565
855,-131.71,-0.218787,0.996124,-0.032523,-0.057871,29.3177,602,5,3.5,1.8,450,120,140,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.7835
738,-215.73,-0.354819,0.994644,-0.054873,-0.076474,29.0236,608,5,4.0,1.8,450,160,300,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.9179
2398,-456.50,-0.674298,0.989008,-0.122034,-0.158090,28.2245,677,6,3.5,1.6,250,160,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-42.9941
2416,-448.70,-0.613817,0.988386,-0.143976,-0.175351,28.1907,731,3,2.5,1.4,350,160,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-43.1485
2407,-678.09,-0.837148,0.984211,-0.197385,-0.243021,26.9286,810,3,2.5,1.6,200,160,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-43.2579
1202,-999.93,-1.126047,0.968515,-0.376375,-0.377631,23.4992,888,3,1.0,1.6,150,80,260,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-43.7229
680,-269.49,-0.425063,0.992041,-0.074060,-0.116874,29.4484,634,5,3.0,1.6,200,120,140,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-43.8391
2332,-106.31,-0.160589,0.996580,-0.025403,-0.044193,31.2259,662,6,2.0,2.0,450,80,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-43.9566
1630,-106.31,-0.160589,0.996580,-0.025403,-0.044193,31.2259,662,6,2.0,1.6,450,80,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-43.9566
43,51.52,0.085157,1.001670,0.010934,0.024761,31.9166,605,6,3.0,2.0,450,80,140,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.1612
2330,91.76,0.141387,1.002248,0.018684,0.031698,32.7347,649,6,3.0,1.8,300,200,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.2884
144,-639.20,-1.027653,0.982432,-0.183546,-0.235107,27.1154,622,7,4.0,1.4,450,120,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.3719
2115,-142.69,-0.241847,0.995894,-0.034410,-0.056202,30.5249,590,7,4.0,1.0,450,120,180,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.4232
402,-573.12,-0.887183,0.985780,-0.155566,-0.200011,28.2104,646,6,4.0,1.6,500,160,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.4552
24,-445.42,-0.565254,0.991458,-0.108554,-0.150508,30.0431,788,3,4.0,1.6,300,200,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.4841
2411,-971.07,-1.091090,0.967629,-0.332589,-0.405543,24.4356,890,3,1.0,1.4,250,80,140,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-44.5000
346,-970.82,-1.090809,0.967625,-0.332247,-0.405709,24.4493,890,3,1.0,1.6,250,80,140,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-44.5131
1372,-266.31,-0.461542,0.992217,-0.066103,-0.108934,29.5197,577,6,3.5,1.6,450,160,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.5341
458,-312.41,-0.493539,0.989366,-0.076106,-0.150745,29.7621,633,5,3.0,1.8,300,80,100,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.6929
2282,-971.02,-1.125168,0.966164,-0.352414,-0.429505,24.1220,863,3,1.0,1.0,400,80,140,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-44.7119
641,-267.86,-0.434133,0.992583,-0.063410,-0.101906,30.2675,617,7,4.0,2.0,250,120,300,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.7365
561,-904.39,-1.054068,0.972659,-0.285835,-0.363102,25.8125,858,3,1.0,1.0,500,80,300,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-44.8505
420,-1114.40,-1.788764,0.964426,-0.456075,-0.444702,21.9992,623,7,2.5,2.0,250,160,180,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-45.0323
21,-850.82,-1.075626,0.982228,-0.261875,-0.309418,27.1458,791,3,3.5,1.8,100,160,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.2193
2203,-785.61,-1.179595,0.975201,-0.249986,-0.325016,26.5674,666,6,2.0,1.4,350,80,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.2345
524,-310.05,-0.368230,0.990200,-0.068908,-0.126596,31.7102,842,4,1.0,1.0,400,160,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.6948
1745,-394.32,-0.516802,0.991498,-0.090017,-0.154957,31.3203,763,3,3.0,1.4,400,160,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.7818
406,-167.80,-0.226451,0.996106,-0.034756,-0.061639,32.9325,741,4,3.0,1.8,250,200,220,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.7930
1224,-867.55,-0.969330,0.974001,-0.254176,-0.349940,27.2062,895,3,1.0,1.0,350,80,260,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.8694
633,-1065.40,-1.209308,0.962641,-0.400498,-0.428726,24.4112,881,3,1.0,1.0,100,80,180,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-45.8957
538,-362.19,-0.476566,0.992521,-0.080903,-0.137119,31.7176,760,3,3.0,1.8,350,200,180,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.9076
628,-1056.81,-1.199557,0.962897,-0.395351,-0.424742,24.5357,881,3,1.0,1.0,100,80,180,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-45.9191
840,-206.43,-0.283558,0.995483,-0.043229,-0.078712,32.7771,728,3,3.0,2.0,300,160,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-45.9262
1945,-1069.60,-1.214075,0.962481,-0.401104,-0.430252,24.4734,881,3,1.0,1.0,100,80,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-46.0003
664,-3829.31,-6.059035,0.874351,-0.694980,-1.860248,47.1717,632,4,1.5,1.8,300,80,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-46.0024
1303,-732.09,-0.819810,0.976014,-0.207751,-0.296200,28.5903,893,3,1.0,1.0,200,200,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.2261
1822,-617.34,-0.786420,0.986847,-0.162694,-0.214835,30.1842,785,3,3.0,1.8,400,120,260,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.2702
1579,-742.44,-0.859306,0.975731,-0.210228,-0.308930,28.6570,864,3,1.0,1.0,450,200,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.4805
477,-1005.85,-1.294530,0.966149,-0.349817,-0.503900,25.1042,777,3,1.5,1.4,250,120,100,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.5961
998,-754.54,-0.875336,0.975359,-0.213690,-0.311678,28.6828,862,3,1.0,1.0,450,200,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.6039
1054,-658.77,-1.048997,0.979945,-0.172837,-0.252930,28.9788,628,7,3.0,1.8,100,120,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.6269
761,164.65,0.263019,1.004652,0.030587,0.066129,35.1329,626,5,3.5,1.6,400,120,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.8514
1584,-691.66,-0.890167,0.984400,-0.171810,-0.256612,30.1913,777,3,3.0,1.8,250,160,180,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.9188
2240,-202.17,-0.295139,0.994000,-0.042562,-0.080518,33.3957,685,6,2.0,1.4,350,80,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-46.9427
371,25.22,0.038980,1.000566,0.004680,0.010141,34.9624,647,4,3.0,1.8,500,160,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-47.5080
123,-687.46,-1.077524,0.982312,-0.176059,-0.300125,29.5426,638,3,3.5,1.0,500,200,140,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-47.5980
983,-221.76,-0.322326,0.993201,-0.045167,-0.092316,34.0218,688,6,2.0,1.4,350,80,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-47.8362
1267,-932.23,-1.379038,0.975458,-0.258673,-0.323632,28.8380,676,6,3.5,1.8,200,160,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-47.9238
2085,-1386.13,-1.713387,0.947765,-0.637964,-0.650173,20.8829,809,3,1.0,1.6,500,40,300,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-47.9589
270,-1385.85,-1.713041,0.947776,-0.634544,-0.650251,20.9782,809,3,1.0,1.6,500,40,260,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-48.0224
79,-1005.76,-1.406657,0.967008,-0.374122,-0.480894,26.2266,715,3,4.0,1.6,250,40,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-48.0474
2249,-360.00,-0.488467,0.990562,-0.091516,-0.140327,33.3033,737,3,2.5,1.4,350,120,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-48.0703
1311,-173.84,-0.326154,0.995580,-0.037270,-0.067821,33.0961,533,7,4.0,1.0,100,200,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-48.4930
742,-923.62,-1.056773,0.968408,-0.267985,-0.444319,28.6672,874,3,1.0,1.0,100,40,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-48.9693
1999,-922.74,-1.055767,0.968438,-0.267251,-0.443983,28.7038,874,3,1.0,1.0,100,40,220,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-48.9978
480,-1103.66,-1.659639,0.972709,-0.327344,-0.476167,27.4828,665,3,4.0,1.0,400,120,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.1064
2001,-1273.71,-1.450695,0.955739,-0.456368,-0.522512,25.4771,878,3,1.0,1.0,200,80,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.1923
323,-1417.40,-2.096746,0.943460,-0.563372,-0.603442,22.8711,676,6,1.0,1.4,500,160,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-49.2521
2404,-1040.47,-1.237182,0.962456,-0.322091,-0.458978,28.0008,841,3,1.0,1.8,350,160,140,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.3361
2360,-818.76,-0.967801,0.969741,-0.249225,-0.343702,30.0934,846,3,1.0,1.0,150,200,140,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.3465
610,-613.22,-0.905790,0.983340,-0.133516,-0.239653,32.8540,677,5,3.0,1.6,200,200,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.7357
99,-764.75,-0.965593,0.980665,-0.208258,-0.261342,31.9447,792,3,1.5,2.0,500,200,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.7477
452,-1329.61,-1.856997,0.969349,-0.412045,-0.499201,27.1227,716,3,4.0,1.6,350,200,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.7927
1879,-704.91,-0.862803,0.982568,-0.209294,-0.248833,32.2222,817,3,2.5,1.6,200,120,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-49.9045
626,-1027.99,-1.177537,0.964367,-0.303043,-0.492809,28.5971,873,3,1.0,1.0,100,40,220,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.0374
835,-1033.32,-1.183643,0.964169,-0.305125,-0.495234,28.5714,873,3,1.0,1.0,100,40,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.0690
575,-1032.44,-1.182635,0.964200,-0.304310,-0.494911,28.6087,873,3,1.0,1.0,100,40,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.0972
379,-979.22,-1.339562,0.972069,-0.255050,-0.468622,29.8545,731,4,3.0,1.4,250,80,140,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.3150
2348,-323.21,-0.534231,0.991591,-0.062769,-0.128977,34.7308,605,6,3.5,1.6,250,120,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.5597
2297,-230.08,-0.338353,0.993448,-0.047603,-0.078711,36.3758,680,6,2.5,2.0,200,120,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.6671
2087,-431.56,-0.481652,0.987473,-0.086559,-0.175876,35.1653,896,3,1.0,1.2,400,160,220,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.6940
415,-337.42,-0.557719,0.991221,-0.065409,-0.134695,34.8057,605,6,3.5,1.8,250,120,260,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.7593
186,-482.18,-0.831345,0.984936,-0.101115,-0.210466,33.3787,580,7,3.5,2.0,350,120,140,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-50.9174
620,-1562.29,-2.134276,0.958067,-0.578116,-0.634849,24.6400,732,3,2.5,1.6,350,160,140,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-51.0559
374,-927.64,-1.295587,0.973819,-0.235504,-0.363223,31.6801,716,5,3.5,1.8,300,80,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.0972
520,-1504.40,-1.889950,0.950550,-0.610059,-0.722600,23.3655,796,3,1.5,1.4,200,80,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-51.1462
736,-1108.92,-1.270241,0.961339,-0.325622,-0.532803,28.9141,873,3,1.0,1.0,100,40,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.2624
2071,-639.32,-1.179557,0.983717,-0.149674,-0.232373,32.4566,542,7,4.0,1.0,100,200,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.3438
1313,-1119.02,-1.281810,0.960983,-0.327981,-0.537653,28.9747,873,3,1.0,1.0,100,40,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.4315
292,-1221.93,-1.955088,0.957743,-0.378874,-0.616906,26.8691,625,4,3.0,2.0,200,160,100,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.6455
976,-1114.49,-1.269351,0.961487,-0.320908,-0.535673,29.2896,878,3,1.0,1.0,100,40,180,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.6658
1795,-562.97,-0.675024,0.977081,-0.155229,-0.275818,33.9895,834,3,1.0,1.0,200,160,100,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.6762
657,-1135.42,-1.300596,0.960433,-0.331864,-0.545903,29.0702,873,3,1.0,1.0,100,40,180,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.7061
2272,-1432.09,-1.598315,0.955080,-0.450063,-0.594394,27.0809,896,3,1.0,1.6,300,80,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.7642
751,-271.77,-0.451445,0.992561,-0.049464,-0.106681,36.0932,602,6,3.5,2.0,500,120,300,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.7810
299,-1217.18,-1.787342,0.969866,-0.336679,-0.545154,29.1598,681,3,3.5,1.2,350,80,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.8196
1739,-1207.74,-1.521083,0.965891,-0.382202,-0.456383,29.4744,794,3,1.5,1.4,450,160,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-51.8600
154,-756.60,-1.351071,0.980953,-0.178950,-0.261208,32.5460,560,7,4.0,2.0,250,200,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-52.0182
2185,-1007.78,-1.220073,0.968902,-0.306798,-0.423767,31.1881,826,3,2.5,1.4,150,40,220,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-52.3538
2315,-1164.79,-1.427439,0.954621,-0.386270,-0.548215,29.0205,816,3,1.0,1.6,450,40,140,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-52.6891
1174,-1344.16,-1.548571,0.954592,-0.408369,-0.566059,28.8234,868,3,1.0,1.0,100,160,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-52.9635
2321,-750.08,-1.138209,0.983018,-0.150881,-0.263422,34.9605,659,6,3.5,1.6,250,200,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-53.0301
1293,-1355.04,-1.561106,0.954221,-0.411581,-0.570544,28.8548,868,3,1.0,1.0,100,160,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-53.1072
955,-1316.08,-1.579928,0.955438,-0.384005,-0.570408,29.3237,833,3,1.0,1.0,500,160,180,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-53.2123
2334,-1382.15,-1.596016,0.953189,-0.423331,-0.588399,28.7676,866,3,1.0,1.0,100,200,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-53.3935
1631,-699.55,-1.074578,0.981758,-0.138764,-0.297487,35.1513,651,6,3.0,1.0,350,120,220,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-53.5764
132,-1412.68,-1.851481,0.954565,-0.456327,-0.574010,28.8869,763,4,1.5,1.0,200,80,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-53.8395
2219,-876.24,-1.114809,0.978617,-0.234092,-0.311305,34.7280,786,3,2.5,1.4,250,160,180,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-54.0464
92,-1470.70,-1.859292,0.959973,-0.434973,-0.543403,29.7760,791,3,1.5,1.2,400,120,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-54.0908
1994,-1190.04,-1.388611,0.962195,-0.307226,-0.510656,31.8010,857,3,1.0,2.0,150,160,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-54.1993
648,-1179.30,-1.831211,0.966159,-0.308099,-0.659745,30.2621,644,3,3.0,1.2,300,120,100,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-54.5179
1283,-1581.80,-1.938480,0.956883,-0.511880,-0.570937,29.2655,816,3,1.5,1.4,450,120,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.0153
1271,-1215.32,-1.373243,0.959696,-0.318240,-0.592714,31.6387,885,3,1.0,1.0,100,40,260,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.0778
1402,-1523.84,-1.743524,0.948434,-0.468779,-0.645103,29.0409,874,3,1.0,1.0,150,200,180,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.1366
913,-1221.42,-1.394315,0.958433,-0.319917,-0.594328,31.6470,876,3,1.0,1.0,100,40,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.1733
2209,-1230.99,-1.434720,0.961783,-0.311288,-0.511175,32.5539,858,3,1.0,1.8,350,160,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.1833
1182,-1236.41,-1.421161,0.957578,-0.325856,-0.601801,31.5571,870,3,1.0,1.0,100,40,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.2591
2081,-1231.12,-1.413456,0.957846,-0.322177,-0.599779,31.6936,871,3,1.0,1.0,100,40,300,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.3382
343,-1289.52,-1.495963,0.958902,-0.331355,-0.538679,32.1320,862,3,1.0,1.4,250,160,180,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.3539
566,-1246.21,-1.432425,0.957237,-0.327933,-0.606572,31.6138,870,3,1.0,1.0,100,40,260,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.4180
2200,-1326.31,-1.549428,0.957027,-0.349517,-0.536784,31.9775,856,3,1.0,1.6,300,160,220,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.4877
1963,-1323.75,-1.550059,0.956961,-0.348320,-0.536545,32.0440,854,3,1.0,1.6,300,160,220,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.5494
2038,-1278.61,-2.010393,0.965370,-0.324190,-0.629793,31.1400,636,3,3.5,1.2,100,160,140,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.6551
1878,-1339.06,-1.564322,0.956614,-0.352612,-0.542400,32.0266,856,3,1.0,1.6,300,160,220,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.6636
1090,-1486.08,-1.818947,0.953142,-0.385423,-0.597533,31.1708,817,4,1.0,1.8,350,200,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-55.8017
2046,-1155.93,-1.694912,0.974395,-0.245290,-0.460666,34.7618,682,3,3.5,1.4,350,160,180,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-56.1535
1147,-740.02,-1.378063,0.981911,-0.147121,-0.277369,36.3995,537,7,4.0,1.0,150,200,260,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-56.6216
1437,-1064.34,-1.296395,0.956399,-0.298393,-0.525765,33.7162,821,3,1.0,1.0,200,160,100,15,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-56.7190
1382,-1317.03,-1.602226,0.959493,-0.384738,-0.563191,32.5129,822,3,2.5,1.6,100,40,260,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-56.8362
1469,-778.32,-1.446691,0.980620,-0.155719,-0.290972,36.3538,538,7,4.0,1.0,100,200,260,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-56.8627
2419,-1353.63,-1.527799,0.955636,-0.394177,-0.553047,32.8270,886,3,1.0,1.6,150,120,220,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-57.3883
1978,-1051.35,-1.238339,0.961815,-0.270108,-0.460572,35.3610,849,3,1.0,1.0,150,200,140,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-57.4270
249,-309.18,-0.393860,0.990865,-0.068338,-0.111710,41.7516,785,3,2.5,1.4,200,80,220,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-57.5638
396,-1480.20,-2.619823,0.960903,-0.398267,-0.538252,31.9587,565,6,4.0,1.4,200,200,260,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-58.0039
2355,-1570.19,-2.389939,0.959270,-0.378656,-0.585236,32.9721,657,6,3.5,1.6,250,160,220,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-58.1386
930,-1500.04,-1.861092,0.942928,-0.468742,-0.694995,31.1064,806,3,1.0,1.0,500,120,140,30,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-58.3063
